Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,Cabernet Sauvignon,2022,1,6333,25928004.08,19386139.08
Sucursal Sur,Merlot,2022,1,4145,12093246.28,9663531.46
Sucursal Sur,Pinot Noir,2022,1,4599,28444391.64,19475185.91
Sucursal Sur,Chardonnay,2022,1,5259,19773297.44,13058634.6
Sucursal Sur,Sauvignon Blanc,2022,1,3807,11603041.62,7894820.79
Sucursal Norte,Cabernet Sauvignon,2022,2,5618,23265921.69,16957086.07
Sucursal Norte,Merlot,2022,2,3631,11212012.72,6881967.58
Sucursal Norte,Pinot Noir,2022,2,4232,26018870.57,20586235.29
Sucursal Norte,Chardonnay,2022,2,5761,23278228.46,17520373.2
Sucursal Norte,Sauvignon Blanc,2022,2,3379,10602845.96,6433006.34
Sucursal Centro,Cabernet Sauvignon,2022,2,6417,30155447.9,23478509.68
Sucursal Centro,Merlot,2022,2,3743,11934611.08,8027037.79
Sucursal Centro,Pinot Noir,2022,2,4106,24612040.89,17618007.8
Sucursal Centro,Chardonnay,2022,2,5322,21892828.5,15862075.4
Sucursal Centro,Sauvignon Blanc,2022,2,3237,10858826.61,6864888.66
Sucursal Sur,Cabernet Sauvignon,2022,2,6633,27177507.84,18718781.14
Sucursal Sur,Merlot,2022,2,3650,11217086.55,7621320.42
Sucursal Sur,Pinot Noir,2022,2,4208,26434128.27,17887322.1
Sucursal Sur,Chardonnay,2022,2,4972,18540762.68,11423610.16
Sucursal Sur,Sauvignon Blanc,2022,2,3465,10100461.64,6130080.77
Sucursal Norte,Cabernet Sauvignon,2022,3,6133,27054256.97,21144154.58
Sucursal Norte,Merlot,2022,3,3788,11697694.13,8178158.08
Sucursal Norte,Pinot Noir,2022,3,4074,22868875.67,15967186.65
Sucursal Norte,Chardonnay,2022,3,5224,21172948.02,16613525.9
Sucursal Norte,Sauvignon Blanc,2022,3,3537,10406953.61,6459782.89
Sucursal Centro,Cabernet Sauvignon,2022,3,5511,25340069.05,15708554.39
Sucursal Centro,Merlot,2022,3,4006,11825057.21,7255661.64
Sucursal Centro,Pinot Noir,2022,3,4292,25902843.03,20495379.37
Sucursal Centro,Chardonnay,2022,3,5886,24291126.63,15653260.99
Sucursal Centro,Sauvignon Blanc,2022,3,3286,9960327.37,6579840.57
Sucursal Sur,Cabernet Sauvignon,2022,3,5494,21647956.03,16638878.07
Sucursal Sur,Merlot,2022,3,3902,12833899.78,9113407.79
Sucursal Sur,Pinot Noir,2022,3,4543,27784590.51,17632403.24
Sucursal Sur,Chardonnay,2022,3,5427,23288967.32,16476830.31
Sucursal Sur,Sauvignon Blanc,2022,3,3828,10957172.66,8738184.83
Sucursal Norte,Cabernet Sauvignon,2022,4,6061,27119699.96,20141451.72
Sucursal Norte,Merlot,2022,4,3801,12402177.47,9339867.98
Sucursal Norte,Pinot Noir,2022,4,4499,24933040.93,19836274.68
Sucursal Norte,Chardonnay,2022,4,5653,22942013.75,17400536.96
Sucursal Norte,Sauvignon Blanc,2022,4,3313,9464979.06,6319479.21
Sucursal Centro,Cabernet Sauvignon,2022,4,6277,26228753.72,17531083.74
Sucursal Centro,Merlot,2022,4,4351,13391795.33,10670305.94
Sucursal Centro,Pinot Noir,2022,4,4241,26501917.18,20665345.85
Sucursal Centro,Chardonnay,2022,4,5072,18897458.09,13783665.35
Sucursal Centro,Sauvignon Blanc,2022,4,3309,10317670.84,6549022.74
Sucursal Sur,Cabernet Sauvignon,2022,4,6205,28353783.05,17299368.92
Sucursal Sur,Merlot,2022,4,4018,13159064.88,10195496.81
Sucursal Sur,Pinot Noir,2022,4,4364,23628206.58,18000594.05
Sucursal Sur,Chardonnay,2022,4,5065,18826857.25,14703735.81
Sucursal Sur,Sauvignon Blanc,2022,4,3438,11631627.76,7308547.57
Sucursal Norte,Cabernet Sauvignon,2022,5,5674,25778405.18,19344249.1
Sucursal Norte,Merlot,2022,5,4286,12375042.87,8584948.09
Sucursal Norte,Pinot Noir,2022,5,4696,29887343.49,20026014.82
Sucursal Norte,Chardonnay,2022,5,4951,19515169.77,12193637.11
Sucursal Norte,Sauvignon Blanc,2022,5,3720,12744342.2,7657472.19
Sucursal Centro,Cabernet Sauvignon,2022,5,5718,25768406.94,16280009.41
Sucursal Centro,Merlot,2022,5,3856,11545623.09,8211494.69
Sucursal Centro,Pinot Noir,2022,5,4332,25377989.9,17922769.23
Sucursal Centro,Chardonnay,2022,5,5167,21398752.28,13922058.93
Sucursal Centro,Sauvignon Blanc,2022,5,3612,11114859.48,8850574.86
Sucursal Sur,Cabernet Sauvignon,2022,5,5511,24419912.52,17886593.04
Sucursal Sur,Merlot,2022,5,3753,11777814.53,9183239.76
Sucursal Sur,Pinot Noir,2022,5,4084,22544944.05,15653886.41
Sucursal Sur,Chardonnay,2022,5,5172,19945663.5,15806642.05
Sucursal Sur,Sauvignon Blanc,2022,5,3482,10338962.39,8146387.53
Sucursal Norte,Cabernet Sauvignon,2022,6,6003,25940578.12,20699012.51
Sucursal Norte,Merlot,2022,6,3674,12077604.35,9303069.78
Sucursal Norte,Pinot Noir,2022,6,4099,26296210.97,20234378.36
Sucursal Norte,Chardonnay,2022,6,5173,21253392.84,13520704.17
Sucursal Norte,Sauvignon Blanc,2022,6,3299,10753288.56,8200910.4
Sucursal Centro,Cabernet Sauvignon,2022,6,5770,22444872.8,17229954.12
Sucursal Centro,Merlot,2022,6,4028,12797673.14,9734329.99
Sucursal Centro,Pinot Noir,2022,6,4437,27377961.31,18345750.53
Sucursal Centro,Chardonnay,2022,6,5390,22802675.89,16664461.33
Sucursal Centro,Sauvignon Blanc,2022,6,3635,11882083.74,8143867.14
Sucursal Sur,Cabernet Sauvignon,2022,6,6077,27320242.49,17472405.66
Sucursal Sur,Merlot,2022,6,4177,12410940.27,9460102.15
Sucursal Sur,Pinot Noir,2022,6,4418,26988910.88,17090458.87
Sucursal Sur,Chardonnay,2022,6,5073,22426142.96,16338097.53
Sucursal Sur,Sauvignon Blanc,2022,6,3774,12519593.63,7524227.6
Sucursal Norte,Cabernet Sauvignon,2022,7,6589,28980161.49,22250690.95
Sucursal Norte,Merlot,2022,7,4350,12805206.75,9648638.04
Sucursal Norte,Pinot Noir,2022,7,4657,26473142.85,19646056.62
Sucursal Norte,Chardonnay,2022,7,5705,24428598.3,14868484.49
Sucursal Norte,Sauvignon Blanc,2022,7,3840,12208061.26,9462587.16
Sucursal Centro,Cabernet Sauvignon,2022,7,6350,27576460.7,21187243.91
Sucursal Centro,Merlot,2022,7,4162,13098783.59,8644233.2
Sucursal Centro,Pinot Noir,2022,7,4399,28179714.41,19658928.2
Sucursal Centro,Chardonnay,2022,7,5756,23802208.08,18327602.5
Sucursal Centro,Sauvignon Blanc,2022,7,3542,11715894.67,8057468.42
Sucursal Sur,Cabernet Sauvignon,2022,7,6539,26730029.12,19380497.92
Sucursal Sur,Merlot,2022,7,4389,13962049.56,10950096.75
Sucursal Sur,Pinot Noir,2022,7,4638,25646256.32,17343457.87
Sucursal Sur,Chardonnay,2022,7,5874,22259874.02,16236528.43
Sucursal Sur,Sauvignon Blanc,2022,7,3438,10172322.37,6165011.53
Sucursal Norte,Cabernet Sauvignon,2022,8,5452,22740593.88,16278510.1
Sucursal Norte,Merlot,2022,8,4320,12798398.52,9154753.37
Sucursal Norte,Pinot Noir,2022,8,4575,29482868.41,20809203.44
Sucursal Norte,Chardonnay,2022,8,5369,21372139.61,14548836.28
Sucursal Norte,Sauvignon Blanc,2022,8,3210,10326813.25,7047788.65
Sucursal Centro,Cabernet Sauvignon,2022,8,6116,28392162.44,19724458.29
Sucursal Centro,Merlot,2022,8,4121,11720471.65,9255977.9
Sucursal Centro,Pinot Noir,2022,8,4019,23215860.35,14548751.18
Sucursal Centro,Chardonnay,2022,8,5844,25342414.28,19755054.91
Sucursal Centro,Sauvignon Blanc,2022,8,3234,10470612.35,7103969.14
Sucursal Sur,Cabernet Sauvignon,2022,8,6078,24035017.79,16611738.38
Sucursal Sur,Merlot,2022,8,4155,13297951.65,9937042.84
Sucursal Sur,Pinot Noir,2022,8,4317,26241550.93,18537749.76
Sucursal Sur,Chardonnay,2022,8,5129,21795583.75,13565412.99
Sucursal Sur,Sauvignon Blanc,2022,8,3345,11332394.87,7328876.55
Sucursal Norte,Cabernet Sauvignon,2022,9,5478,22315404.73,14924943.51
Sucursal Norte,Merlot,2022,9,4025,12549805.81,7840672.95
Sucursal Norte,Pinot Noir,2022,9,4694,26852963.25,20443093.17
Sucursal Norte,Chardonnay,2022,9,5860,24725212.52,16783527.76
Sucursal Norte,Sauvignon Blanc,2022,9,3590,10614010.53,7103455.96
Sucursal Centro,Cabernet Sauvignon,2022,9,5746,26060669.06,16977503.09
Sucursal Centro,Merlot,2022,9,4209,12536003.31,9545971.69
Sucursal Centro,Pinot Noir,2022,9,4111,25120408.33,17928528.2
Sucursal Centro,Chardonnay,2022,9,5901,23585178.46,17314475.13
Sucursal Centro,Sauvignon Blanc,2022,9,3492,11463480.31,8299373.07
Sucursal Sur,Cabernet Sauvignon,2022,9,5847,25317599.53,18968421.34
Sucursal Sur,Merlot,2022,9,4015,11445071.49,8138863.58
Sucursal Sur,Pinot Noir,2022,9,4559,26333973.04,20074936.62
Sucursal Sur,Chardonnay,2022,9,5434,21312251.32,16576911.28
Sucursal Sur,Sauvignon Blanc,2022,9,3506,11080604.29,7091395.1
Sucursal Norte,Cabernet Sauvignon,2022,10,6351,27082506.69,16945104.87
Sucursal Norte,Merlot,2022,10,3706,10401998.44,6771105.18
Sucursal Norte,Pinot Noir,2022,10,4294,27307115.58,18404423.81
Sucursal Norte,Chardonnay,2022,10,5937,22176781.58,14589561.84
Sucursal Norte,Sauvignon Blanc,2022,10,3615,11768463.12,7737194.41
Sucursal Centro,Cabernet Sauvignon,2022,10,6313,24745411.46,17271401.08
Sucursal Centro,Merlot,2022,10,4124,12225304.19,8164152.33
Sucursal Centro,Pinot Noir,2022,10,4666,30291237.96,21470027.08
Sucursal Centro,Chardonnay,2022,10,5762,22856550.59,16633653.05
Sucursal Centro,Sauvignon Blanc,2022,10,3382,9670768.39,6060796.65
Sucursal Sur,Cabernet Sauvignon,2022,10,6310,29100448.87,17992398.76
Sucursal Sur,Merlot,2022,10,4095,11564828.06,7144733.45
Sucursal Sur,Pinot Noir,2022,10,4284,26660194.84,20439357.75
Sucursal Sur,Chardonnay,2022,10,5106,21710000.78,14486682.16
Sucursal Sur,Sauvignon Blanc,2022,10,3514,11912623.66,7268773.93
Sucursal Norte,Cabernet Sauvignon,2022,11,5765,24195563.54,15007334.44
Sucursal Norte,Merlot,2022,11,3739,12047603.24,8407464.07
Sucursal Norte,Pinot Noir,2022,11,4574,25067207.69,19367300.46
Sucursal Norte,Chardonnay,2022,11,5171,20827740.67,14090494.02
Sucursal Norte,Sauvignon Blanc,2022,11,3308,9775145.0,6007157.06
Sucursal Centro,Cabernet Sauvignon,2022,11,6380,27349591.0,16758458.83
Sucursal Centro,Merlot,2022,11,3886,11137203.06,8137582.33
Sucursal Centro,Pinot Noir,2022,11,4395,23782787.58,17577418.51
Sucursal Centro,Chardonnay,2022,11,5430,22497248.46,16813699.95
Sucursal Centro,Sauvignon Blanc,2022,11,3785,12801915.87,7827641.35
Sucursal Sur,Cabernet Sauvignon,2022,11,6183,24733328.62,16240143.43
Sucursal Sur,Merlot,2022,11,4239,13834312.32,10015892.56
Sucursal Sur,Pinot Noir,2022,11,4495,24398247.51,18789147.94
Sucursal Sur,Chardonnay,2022,11,5471,23430042.9,17967831.39
Sucursal Sur,Sauvignon Blanc,2022,11,3723,12083483.35,9176117.26
Sucursal Norte,Cabernet Sauvignon,2022,12,5535,23917825.19,14438450.68
Sucursal Norte,Merlot,2022,12,3877,12112583.95,7432836.18
Sucursal Norte,Pinot Noir,2022,12,4208,23209518.36,15931160.29
Sucursal Norte,Chardonnay,2022,12,5954,26338150.78,17109083.83
Sucursal Norte,Sauvignon Blanc,2022,12,3837,11095512.34,8051324.76
Sucursal Centro,Cabernet Sauvignon,2022,12,5636,26764672.6,16690425.6
Sucursal Centro,Merlot,2022,12,4008,11463619.43,7663890.7
Sucursal Centro,Pinot Noir,2022,12,4598,28574481.7,17479105.53
Sucursal Centro,Chardonnay,2022,12,5206,18990566.65,12359941.31
Sucursal Centro,Sauvignon Blanc,2022,12,3579,10781786.71,8363213.82
Sucursal Sur,Cabernet Sauvignon,2022,12,6364,29897601.32,22156810.0
Sucursal Sur,Merlot,2022,12,3875,12315747.02,8266135.33
Sucursal Sur,Pinot Noir,2022,12,3930,22793142.5,16703242.08
Sucursal Sur,Chardonnay,2022,12,5580,20973547.44,12969070.16
Sucursal Sur,Sauvignon Blanc,2022,12,3469,10569889.01,7598851.91
Sucursal Norte,Cabernet Sauvignon,2023,1,7077,38143326.53,23710752.17
Sucursal Norte,Merlot,2023,1,4373,13487317.85,9087595.28
Sucursal Norte,Pinot Noir,2023,1,5648,43605744.42,26719209.8
Sucursal Norte,Chardonnay,2023,1,6342,32268784.79,24287269.76
Sucursal Norte,Sauvignon Blanc,2023,1,3525,13314219.31,8456748.93
Sucursal Centro,Cabernet Sauvignon,2023,1,6235,30365286.17,19197364.27
Sucursal Centro,Merlot,2023,1,4343,13657937.24,9472611.5
Sucursal Centro,Pinot Noir,2023,1,5522,46678143.07,35977592.92
Sucursal Centro,Chardonnay,2023,1,5607,25750229.33,19756391.69
Sucursal Centro,Sauvignon Blanc,2023,1,3820,11929903.94,7534669.63
Sucursal Sur,Cabernet Sauvignon,2023,1,6514,30871148.58,18624673.92
Sucursal Sur,Merlot,2023,1,4090,13635945.24,10020740.45
Sucursal Sur,Pinot Noir,2023,1,5051,37544713.45,28032883.0
Sucursal Sur,Chardonnay,2023,1,5586,26132444.24,18117349.06
Sucursal Sur,Sauvignon Blanc,2023,1,3161,11296938.92,7837568.77
Sucursal Norte,Cabernet Sauvignon,2023,2,7128,35194956.61,25728603.13
Sucursal Norte,Merlot,2023,2,4236,14810732.35,9558447.66
Sucursal Norte,Pinot Noir,2023,2,5519,38433914.9,27944100.33
Sucursal Norte,Chardonnay,2023,2,6353,32197847.01,22747807.25
Sucursal Norte,Sauvignon Blanc,2023,2,3311,12278750.22,8775611.4
Sucursal Centro,Cabernet Sauvignon,2023,2,6543,34558676.74,25490892.44
Sucursal Centro,Merlot,2023,2,4304,14224647.15,10644711.88
Sucursal Centro,Pinot Noir,2023,2,5317,44675244.72,26952752.23
Sucursal Centro,Chardonnay,2023,2,6025,29166575.2,18154816.08
Sucursal Centro,Sauvignon Blanc,2023,2,3298,11694333.13,8628475.45
Sucursal Sur,Cabernet Sauvignon,2023,2,6244,32661123.53,26049132.6
Sucursal Sur,Merlot,2023,2,3822,13048126.76,8454441.0
Sucursal Sur,Pinot Noir,2023,2,4732,32765491.1,24345379.01
Sucursal Sur,Chardonnay,2023,2,6557,34388269.0,26320941.54
Sucursal Sur,Sauvignon Blanc,2023,2,3153,11568063.01,9155300.66
Sucursal Norte,Cabernet Sauvignon,2023,3,6493,33840815.93,20752369.49
Sucursal Norte,Merlot,2023,3,3961,12960670.0,9074794.55
Sucursal Norte,Pinot Noir,2023,3,5306,42416575.57,30262459.9
Sucursal Norte,Chardonnay,2023,3,5472,28994210.71,22972131.19
Sucursal Norte,Sauvignon Blanc,2023,3,3810,13005818.29,9193352.71
Sucursal Centro,Cabernet Sauvignon,2023,3,6733,38237868.69,24986920.9
Sucursal Centro,Merlot,2023,3,3690,11512782.91,8996341.68
Sucursal Centro,Pinot Noir,2023,3,5101,38147852.82,27637282.22
Sucursal Centro,Chardonnay,2023,3,5896,29201730.78,21034972.08
Sucursal Centro,Sauvignon Blanc,2023,3,3403,11852365.16,9047340.91
Sucursal Sur,Cabernet Sauvignon,2023,3,6174,35043463.76,22860755.66
Sucursal Sur,Merlot,2023,3,4059,13641751.81,8648699.87
Sucursal Sur,Pinot Noir,2023,3,4908,37433734.96,26573336.65
Sucursal Sur,Chardonnay,2023,3,5789,30697286.97,20927010.72
Sucursal Sur,Sauvignon Blanc,2023,3,3329,10763566.52,8527088.05
Sucursal Norte,Cabernet Sauvignon,2023,4,7149,35831610.78,24107837.83
Sucursal Norte,Merlot,2023,4,3948,12257143.48,7726981.57
Sucursal Norte,Pinot Noir,2023,4,5551,38660246.37,27830773.3
Sucursal Norte,Chardonnay,2023,4,6082,26969419.12,19737309.41
Sucursal Norte,Sauvignon Blanc,2023,4,3722,13453197.38,10399990.5
Sucursal Centro,Cabernet Sauvignon,2023,4,7313,39831046.57,30956878.41
Sucursal Centro,Merlot,2023,4,3706,12202503.88,7919700.19
Sucursal Centro,Pinot Noir,2023,4,4841,40222865.29,25895837.53
Sucursal Centro,Chardonnay,2023,4,6390,33413233.8,20062632.1
Sucursal Centro,Sauvignon Blanc,2023,4,3383,12833965.12,7749768.87
Sucursal Sur,Cabernet Sauvignon,2023,4,6652,35607316.36,28376763.11
Sucursal Sur,Merlot,2023,4,4387,13385082.91,9913786.4
Sucursal Sur,Pinot Noir,2023,4,4765,39372977.37,29863866.69
Sucursal Sur,Chardonnay,2023,4,6528,28913565.3,17779768.86
Sucursal Sur,Sauvignon Blanc,2023,4,3347,11357607.85,7638738.94
Sucursal Norte,Cabernet Sauvignon,2023,5,6772,33645516.49,26765490.26
Sucursal Norte,Merlot,2023,5,4141,14462133.88,8897496.08
Sucursal Norte,Pinot Noir,2023,5,5618,41408681.0,28737884.83
Sucursal Norte,Chardonnay,2023,5,6561,31078803.71,20355327.92
Sucursal Norte,Sauvignon Blanc,2023,5,3313,11825220.14,8224864.3
Sucursal Centro,Cabernet Sauvignon,2023,5,7223,39061597.02,23773323.91
Sucursal Centro,Merlot,2023,5,3755,11323163.85,7157909.46
Sucursal Centro,Pinot Noir,2023,5,5582,43027556.27,32832973.14
Sucursal Centro,Chardonnay,2023,5,6403,32645687.02,19840112.49
Sucursal Centro,Sauvignon Blanc,2023,5,3709,13379012.62,9419268.85
Sucursal Sur,Cabernet Sauvignon,2023,5,7119,35587270.62,26914260.65
Sucursal Sur,Merlot,2023,5,3856,14051291.16,9023602.37
Sucursal Sur,Pinot Noir,2023,5,4758,34938705.15,22933751.4
Sucursal Sur,Chardonnay,2023,5,5891,26576342.36,21037691.04
Sucursal Sur,Sauvignon Blanc,2023,5,3794,12044540.94,7922924.21
Sucursal Norte,Cabernet Sauvignon,2023,6,6243,31448489.51,20097892.53
Sucursal Norte,Merlot,2023,6,3781,11735061.55,7754314.94
Sucursal Norte,Pinot Noir,2023,6,4708,33369016.9,23770154.83
Sucursal Norte,Chardonnay,2023,6,6358,32735037.52,21919431.74
Sucursal Norte,Sauvignon Blanc,2023,6,3669,12026671.63,7236135.79
Sucursal Centro,Cabernet Sauvignon,2023,6,6363,35492750.92,28142995.25
Sucursal Centro,Merlot,2023,6,4214,15299236.25,9720725.64
Sucursal Centro,Pinot Noir,2023,6,5280,38277113.47,28255265.53
Sucursal Centro,Chardonnay,2023,6,5851,26577422.64,15998266.29
Sucursal Centro,Sauvignon Blanc,2023,6,3617,12492351.32,8409309.5
Sucursal Sur,Cabernet Sauvignon,2023,6,6797,38510191.67,28962689.64
Sucursal Sur,Merlot,2023,6,3818,12931917.23,8199999.16
Sucursal Sur,Pinot Noir,2023,6,4795,34518556.7,22012904.39
Sucursal Sur,Chardonnay,2023,6,6227,27636924.59,19976505.34
Sucursal Sur,Sauvignon Blanc,2023,6,3194,10967739.49,8504600.97
Sucursal Norte,Cabernet Sauvignon,2023,7,7121,39874738.63,26308282.6
Sucursal Norte,Merlot,2023,7,4186,13730622.96,8942738.42
Sucursal Norte,Pinot Noir,2023,7,5200,43101996.4,27795966.95
Sucursal Norte,Chardonnay,2023,7,6330,29448883.13,23297771.38
Sucursal Norte,Sauvignon Blanc,2023,7,3200,10938106.93,8703579.54
Sucursal Centro,Cabernet Sauvignon,2023,7,6107,34455833.29,26075052.99
Sucursal Centro,Merlot,2023,7,4386,15013987.08,11174496.07
Sucursal Centro,Pinot Noir,2023,7,5072,35225702.8,23757504.05
Sucursal Centro,Chardonnay,2023,7,6326,32584691.71,20083918.4
Sucursal Centro,Sauvignon Blanc,2023,7,3667,13717158.56,9682675.47
Sucursal Sur,Cabernet Sauvignon,2023,7,6837,37139100.88,26861754.43
Sucursal Sur,Merlot,2023,7,4367,14480411.8,10202591.46
Sucursal Sur,Pinot Noir,2023,7,4737,32807515.89,21476175.16
Sucursal Sur,Chardonnay,2023,7,5544,25720951.5,19498358.3
Sucursal Sur,Sauvignon Blanc,2023,7,3310,11890422.95,7991734.91
Sucursal Norte,Cabernet Sauvignon,2023,8,7033,34428906.88,24372116.64
Sucursal Norte,Merlot,2023,8,3698,12765031.6,8382185.22
Sucursal Norte,Pinot Noir,2023,8,5344,38748100.53,30961003.33
Sucursal Norte,Chardonnay,2023,8,6261,32001467.82,24887094.27
Sucursal Norte,Sauvignon Blanc,2023,8,3412,12418109.94,7975449.77
Sucursal Centro,Cabernet Sauvignon,2023,8,6821,35254141.23,25351236.38
Sucursal Centro,Merlot,2023,8,4169,13339149.63,9866750.16
Sucursal Centro,Pinot Noir,2023,8,5339,39379566.95,31434169.69
Sucursal Centro,Chardonnay,2023,8,5752,30481331.07,22428726.4
Sucursal Centro,Sauvignon Blanc,2023,8,3164,11980589.82,8871824.46
Sucursal Sur,Cabernet Sauvignon,2023,8,6273,31628792.95,25202596.55
Sucursal Sur,Merlot,2023,8,4345,13237554.22,8138976.52
Sucursal Sur,Pinot Noir,2023,8,4807,36598430.19,23249088.15
Sucursal Sur,Chardonnay,2023,8,5618,26787268.03,17430131.69
Sucursal Sur,Sauvignon Blanc,2023,8,3583,11419374.18,8987475.85
Sucursal Norte,Cabernet Sauvignon,2023,9,6477,34826685.21,26688453.93
Sucursal Norte,Merlot,2023,9,3959,12058562.73,9149840.38
Sucursal Norte,Pinot Noir,2023,9,4827,37166219.42,23295411.62
Sucursal Norte,Chardonnay,2023,9,6431,28193859.14,17290279.03
Sucursal Norte,Sauvignon Blanc,2023,9,3374,12782171.42,10167475.22
Sucursal Centro,Cabernet Sauvignon,2023,9,6424,33787621.22,22992799.76
Sucursal Centro,Merlot,2023,9,3988,13125699.89,9208636.64
Sucursal Centro,Pinot Noir,2023,9,5313,39187901.57,26292284.22
Sucursal Centro,Chardonnay,2023,9,5773,28191323.19,21587327.7
Sucursal Centro,Sauvignon Blanc,2023,9,3536,11905409.65,8656391.45
Sucursal Sur,Cabernet Sauvignon,2023,9,6354,31760429.96,23118486.07
Sucursal Sur,Merlot,2023,9,3800,11644684.23,7870485.34
Sucursal Sur,Pinot Noir,2023,9,5373,43271472.97,31453325.62
Sucursal Sur,Chardonnay,2023,9,5856,26018116.64,15962691.01
Sucursal Sur,Sauvignon Blanc,2023,9,3558,11140440.4,8278754.22
Sucursal Norte,Cabernet Sauvignon,2023,10,6932,35074352.02,25296995.17
Sucursal Norte,Merlot,2023,10,4200,12696442.06,8697018.79
Sucursal Norte,Pinot Noir,2023,10,4729,34556316.78,23401632.34
Sucursal Norte,Chardonnay,2023,10,5856,29832438.55,19431374.92
Sucursal Norte,Sauvignon Blanc,2023,10,3321,12358409.04,9175883.48
Sucursal Centro,Cabernet Sauvignon,2023,10,6020,29134766.64,21198353.87
Sucursal Centro,Merlot,2023,10,3618,11524797.71,7565008.12
Sucursal Centro,Pinot Noir,2023,10,4760,33964617.01,25982898.23
Sucursal Centro,Chardonnay,2023,10,5604,28887055.68,18378550.56
Sucursal Centro,Sauvignon Blanc,2023,10,3520,11459779.82,7201533.92
Sucursal Sur,Cabernet Sauvignon,2023,10,6854,35150610.45,23023865.38
Sucursal Sur,Merlot,2023,10,4311,14557411.11,9829656.99
Sucursal Sur,Pinot Noir,2023,10,4890,38078844.01,27968942.74
Sucursal Sur,Chardonnay,2023,10,6248,33033206.34,24602492.79
Sucursal Sur,Sauvignon Blanc,2023,10,3545,12193658.14,7699357.46
Sucursal Norte,Cabernet Sauvignon,2023,11,6057,33186074.02,24029079.59
Sucursal Norte,Merlot,2023,11,3851,12880459.43,8336139.15
Sucursal Norte,Pinot Noir,2023,11,4802,40419340.43,24535844.88
Sucursal Norte,Chardonnay,2023,11,5524,24647225.61,16191207.32
Sucursal Norte,Sauvignon Blanc,2023,11,3674,11704234.07,7309163.58
Sucursal Centro,Cabernet Sauvignon,2023,11,6638,36047369.87,28034362.77
Sucursal Centro,Merlot,2023,11,3604,12663512.88,8824958.06
Sucursal Centro,Pinot Noir,2023,11,4818,38229060.78,28960855.24
Sucursal Centro,Chardonnay,2023,11,6190,30671332.48,22762111.19
Sucursal Centro,Sauvignon Blanc,2023,11,3787,13714851.6,10655691.79
Sucursal Sur,Cabernet Sauvignon,2023,11,7075,36104385.37,27865287.38
Sucursal Sur,Merlot,2023,11,4145,14463908.8,9516842.13
Sucursal Sur,Pinot Noir,2023,11,5205,41208920.29,26274509.47
Sucursal Sur,Chardonnay,2023,11,5394,23753797.48,15361077.74
Sucursal Sur,Sauvignon Blanc,2023,11,3298,11270053.29,7591419.12
Sucursal Norte,Cabernet Sauvignon,2023,12,6237,32522652.43,25274825.47
Sucursal Norte,Merlot,2023,12,3600,13087452.8,9646333.53
Sucursal Norte,Pinot Noir,2023,12,5688,41052995.98,28883574.28
Sucursal Norte,Chardonnay,2023,12,5501,24181161.21,15361777.19
Sucursal Norte,Sauvignon Blanc,2023,12,3579,12119561.61,9620050.65
Sucursal Centro,Cabernet Sauvignon,2023,12,7141,39045228.21,23995939.02
Sucursal Centro,Merlot,2023,12,3774,12450118.63,7983556.65
Sucursal Centro,Pinot Noir,2023,12,4932,34133367.91,26512942.27
Sucursal Centro,Chardonnay,2023,12,6460,29365348.75,23392612.51
Sucursal Centro,Sauvignon Blanc,2023,12,3241,12114979.64,8058334.28
Sucursal Sur,Cabernet Sauvignon,2023,12,7101,38546423.68,26228022.8
Sucursal Sur,Merlot,2023,12,3775,13424905.96,8906877.15
Sucursal Sur,Pinot Noir,2023,12,5422,44976541.51,32336087.81
Sucursal Sur,Chardonnay,2023,12,6391,30120739.27,22347731.84
Sucursal Sur,Sauvignon Blanc,2023,12,3802,13085258.52,9194671.63
Sucursal Norte,Cabernet Sauvignon,2024,1,6956,47142597.65,34868887.71
Sucursal Norte,Merlot,2024,1,4141,15559316.0,9822543.86
Sucursal Norte,Pinot Noir,2024,1,6104,65139973.11,47897682.86
Sucursal Norte,Chardonnay,2024,1,6066,34383856.45,25647998.86
Sucursal Norte,Sauvignon Blanc,2024,1,3554,13474439.51,8220599.56
Sucursal Centro,Cabernet Sauvignon,2024,1,6702,45589877.11,34777420.68
Sucursal Centro,Merlot,2024,1,3926,14243178.8,10296369.88
Sucursal Centro,Pinot Noir,2024,1,6726,64217473.3,47648650.95
Sucursal Centro,Chardonnay,2024,1,6438,37106803.86,22753541.18
Sucursal Centro,Sauvignon Blanc,2024,1,3620,14142443.79,11235428.57
Sucursal Sur,Cabernet Sauvignon,2024,1,7604,44120228.87,26902542.04
Sucursal Sur,Merlot,2024,1,3777,13215357.57,10106311.92
Sucursal Sur,Pinot Noir,2024,1,6200,66175064.44,48500155.32
Sucursal Sur,Chardonnay,2024,1,6781,40626736.61,31147512.4
Sucursal Sur,Sauvignon Blanc,2024,1,3313,11783709.89,8172814.47
Sucursal Norte,Cabernet Sauvignon,2024,2,6875,39076630.82,29980162.55
Sucursal Norte,Merlot,2024,2,3602,14153879.21,10115790.12
Sucursal Norte,Pinot Noir,2024,2,5726,62453539.52,43708401.35
Sucursal Norte,Chardonnay,2024,2,6932,36489779.67,26532973.9
Sucursal Norte,Sauvignon Blanc,2024,2,3504,14310765.25,10330226.74
Sucursal Centro,Cabernet Sauvignon,2024,2,7973,49195923.28,36517783.94
